Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.888649682549957,7.888649682549957,-7.952650025333599,7.952650025333599,5,3,6,3,0
best,-7.935519429624171,7.935519429624171,-7.952650036572872,7.952650036572872,5,1,5,3,2
