Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9346645654712509,-0.9346645654712509,0.9346645654712509,-0.9346645654712509,4,1,0,0,0
best,0.999629147891882,-0.999629147891882,0.999629147891882,-0.999629147891882,4,1,1,0,0
