Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.9700428295461513,0.9700428295461513,-1.1173490322301354,1.1173490322301354,3,1,3,0,3
best,-1.0950215809217627,1.0950215809217627,-1.117348699274022,1.117348699274022,3,0,3,1,4
