Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.478996988403275,7.478996988403275,-7.705967786672229,7.705967786672229,10,1,7,4,0
best,-7.5302091030911225,7.5302091030911225,-7.724359230831788,7.724359230831788,10,1,8,4,2
