Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.564105413190328,7.564105413190328,-7.602602600235032,7.602602600235032,10,0,7,3,1
best,-7.594125006218257,7.594125006218257,-7.648492604680702,7.648492604680702,10,1,7,3,1
