Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.06573079353691,75.06573079353691,-75.10107112096208,75.10107112096208,4,0,1,0,1
best,-75.0932647541903,75.0932647541903,-75.10548783946871,75.10548783946871,3,0,2,1,1
