Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.93043194159637,74.93043194159637,-74.97850909712083,74.97850909712083,4,1,1,2,0
best,-75.04766922043872,75.04766922043872,-75.11687252628822,75.11687252628822,3,0,2,1,2
