Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.013513513513514097,-0.013513513513514097,0.01351351351351382,-0.01351351351351382,4,2,0,0,0
best,0.27978730324444934,-0.27978730324444934,0.0001992054077797345,-0.0001992054077797345,4,1,0,1,1
