Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.013513513513514097,-0.013513513513514097,0.013513513513514097,-0.013513513513514097,4,1,0,0,1
best,0.002684517597714875,-0.002684517597714875,2.4173831270069e-09,-2.4173831270069e-09,4,0,1,0,2
