Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.2817961185934858,0.2817961185934858,-0.2848217642607,0.2848217642607,4,0,1,1,0
best,-0.7952201630737156,0.7952201630737156,-1.1173489718987595,1.1173489718987595,4,2,2,4,0
