Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.01351351351351382,-0.01351351351351382,0.01351351351351382,-0.01351351351351382,4,2,0,0,1
best,0.0003067334217088935,-0.0003067334217088935,8.026163733632075e-09,-8.026163733632075e-09,4,1,1,0,1
