Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1088049933637107,1.1088049933637107,-1.117349027034618,1.117349027034618,2,0,2,1,0
best,-1.1173290768693829,1.1173290768693829,-1.117348820049709,1.117348820049709,2,0,3,1,0
