Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.7806781016722407,0.7806781016722407,-0.8196164706097403,0.8196164706097403,3,0,3,0,0
best,-1.114305388812472,1.114305388812472,-1.1173489947811228,1.1173489947811228,2,0,2,0,0
