Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.69675588232998,74.69675588232998,-74.69896442872164,74.69896442872164,8,2,1,0,2
best,-74.77368524921378,74.77368524921378,-74.78711688098905,74.78711688098905,8,3,2,0,3
