Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.63254265314146,74.63254265314146,-74.71395019519906,74.71395019519906,8,0,2,1,0
best,-74.6580764361178,74.6580764361178,-74.76654816269821,74.76654816269821,8,1,3,1,1
