Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.20469229540897887,-0.20469229540897887,0.013513513952930267,-0.013513513952930267,4,0,0,2,0
best,0.0002849299773859948,-0.0002849299773859948,2.5201221498516446e-08,-2.5201221498516446e-08,4,0,1,0,1
