Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0837435873718055,1.0837435873718055,-1.1173481380968835,1.1173481380968835,0,2,3,3,0
best,-1.1138946245647752,1.1138946245647752,-1.1173489889079051,1.1173489889079051,1,2,3,2,0
