Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0659358178514142,1.0659358178514142,-1.1172918844392141,1.1172918844392141,1,2,3,3,1
best,-1.1128774789806317,1.1128774789806317,-1.1173479025078699,1.1173479025078699,1,3,3,4,2
