Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1056105190321541,1.1056105190321541,-1.1173462887189975,1.1173462887189975,1,3,1,1,0
best,-1.1164901602403594,1.1164901602403594,-1.1173489026507972,1.1173489026507972,1,3,1,1,1
