Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0868085614775915,1.0868085614775915,-1.117348962356484,1.117348962356484,1,0,2,1,0
best,-1.1172366812438816,1.1172366812438816,-1.1173490125492571,1.1173490125492571,1,0,2,1,0
