Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.93749275177255,74.93749275177255,-74.93749275177255,74.93749275177255,4,0,0,0,3
best,-75.08553119978535,75.08553119978535,-75.08606178440803,75.08606178440803,2,0,1,0,1
