Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.76740167130248,74.76740167130248,-74.77396100642451,74.77396100642451,6,1,0,0,1
best,-75.14637039196876,75.14637039196876,-75.23813090876305,75.23813090876305,4,0,2,0,1
