Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.73507163152073,74.73507163152073,-74.75176341556879,74.75176341556879,8,0,1,0,1
best,-74.83207133981365,74.83207133981365,-74.85109325492142,74.85109325492142,7,0,1,0,1
