Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0720589081529694,1.0720589081529694,-1.1173490123356415,1.1173490123356415,2,0,3,2,0
best,-1.1059090408634447,1.1059090408634447,-1.1173490040964942,1.1173490040964942,2,0,3,2,0
