Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.4946398308866256,7.4946398308866256,-7.508322627697128,7.508322627697128,6,0,1,0,0
best,-7.611846579926621,7.611846579926621,-7.611846579926621,7.611846579926621,4,0,0,0,0
