Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.6024850919548383,0.6024850919548383,-0.819617290159481,0.819617290159481,2,1,0,1,0
best,-1.0687443802408227,1.0687443802408227,-1.1173490339578207,1.1173490339578207,1,0,1,0,1
