Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.76675141349311,74.76675141349311,-74.77451226375754,74.77451226375754,7,0,1,0,0
best,-74.84843949351398,74.84843949351398,-74.84843949351398,74.84843949351398,6,0,0,0,1
