Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.693981360925512,6.693981360925512,-6.718054380912137,6.718054380912137,9,0,1,0,0
best,-7.107388668161382,7.107388668161382,-7.127433852798082,7.127433852798082,8,0,1,0,1
