Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.700846885347088,6.700846885347088,-6.748073794601263,6.748073794601263,9,0,1,0,0
best,-7.181669376604812,7.181669376604812,-7.2438225142593895,7.2438225142593895,8,0,2,0,0
