Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.633889680754317,6.633889680754317,-6.748048193778714,6.748048193778714,9,0,1,0,0
best,-7.158430708846335,7.158430708846335,-7.24398161818876,7.24398161818876,8,0,2,0,0
