Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.68881431529253,74.68881431529253,-74.71809674403822,74.71809674403822,8,0,2,0,0
best,-74.8048853803407,74.8048853803407,-74.86529154501676,74.86529154501676,8,1,4,1,1
