Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.89797441221529,74.89797441221529,-74.94325442868947,74.94325442868947,8,0,6,0,0
best,-74.90183931311776,74.90183931311776,-74.94327355123652,74.94327355123652,8,1,6,2,0
