Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0616944552754832,1.0616944552754832,-1.1173470727137869,1.1173470727137869,1,1,2,0,0
best,-1.1157706326376864,1.1157706326376864,-1.1173488444366786,1.1173488444366786,1,1,3,1,0
