Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.0119648196980675,7.0119648196980675,-7.105390024032948,7.105390024032948,10,0,4,0,2
best,-7.137790501292855,7.137790501292855,-7.381201666596349,7.381201666596349,10,1,6,0,2
