Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.406878647438466,7.406878647438466,-7.586927206277473,7.586927206277473,10,4,5,2,4
best,-7.476570220322182,7.476570220322182,-7.600446312669692,7.600446312669692,9,5,6,2,4
