Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.417356741089094,7.417356741089094,-7.5189541684054575,7.5189541684054575,10,0,5,1,0
best,-7.451514107341694,7.451514107341694,-7.5190652976929995,7.5190652976929995,10,0,6,1,1
