Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.805929109556532,7.805929109556532,-7.825015823914659,7.825015823914659,3,0,1,0,0
best,-7.942761478588968,7.942761478588968,-7.952650038506516,7.952650038506516,1,0,1,0,0
