Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.8791835285112075,7.8791835285112075,-7.913237337822253,7.913237337822253,2,0,1,2,0
best,-7.924670694965062,7.924670694965062,-7.952650044674744,7.952650044674744,1,0,1,2,0
