Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9346645654712499,-0.9346645654712499,0.9346645654712499,-0.9346645654712499,4,1,0,0,1
best,0.9999999575124963,-0.9999999575124963,0.9999999575124963,-0.9999999575124963,4,1,1,0,1
