Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.808510848121288,7.808510848121288,-7.808510849620123,7.808510849620123,1,0,1,1,0
best,-7.952650045445748,7.952650045445748,-7.952650045445749,7.952650045445749,0,0,0,1,0
