Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.9486408531992524,0.9486408531992524,-1.117349018596674,1.117349018596674,2,0,2,0,0
best,-1.1114029855775658,1.1114029855775658,-1.1173487599523482,1.1173487599523482,2,0,2,0,0
