Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0085381620649878,1.0085381620649878,-1.117347366081407,1.117347366081407,0,1,1,1,0
best,-1.094647264570271,1.094647264570271,-1.117349028941652,1.117349028941652,0,1,2,0,0
