Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0639374311144771,1.0639374311144771,-1.1173473782385348,1.1173473782385348,1,1,1,0,0
best,-1.1171916740405543,1.1171916740405543,-1.117348891748101,1.117348891748101,1,1,2,1,0
