Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.951985956656094,7.951985956656094,-7.952650041773709,7.952650041773709,0,0,1,1,2
best,-7.952457329155419,7.952457329155419,-7.952649975922738,7.952649975922738,0,0,1,1,2
