Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.513857664152793,6.513857664152793,-6.580765240088025,6.580765240088025,9,0,1,0,0
best,-7.093946622139017,7.093946622139017,-7.113631298350024,7.113631298350024,8,0,1,0,1
