Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.74141474985917,74.74141474985917,-74.76626324016682,74.76626324016682,7,0,1,0,0
best,-74.92048104101642,74.92048104101642,-74.9268982210591,74.9268982210591,5,0,1,0,1
