Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.6494384781112,74.6494384781112,-74.67029284018436,74.67029284018436,7,1,0,0,0
best,-74.92022261884857,74.92022261884857,-74.98467005141678,74.98467005141678,5,0,2,0,0
