Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.9484363674029614,7.9484363674029614,-7.952648478086478,7.952648478086478,2,0,2,1,0
best,-7.952650045445749,7.952650045445749,-7.952650045445748,7.952650045445748,0,0,0,2,1
