Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.934664565471252,-0.934664565471252,0.934664565471252,-0.934664565471252,4,1,0,0,1
best,0.9999356903877356,-0.9999356903877356,0.9999356903877356,-0.9999356903877356,4,1,1,0,2
