Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.3962434989658385,7.3962434989658385,-7.574092896319759,7.574092896319759,10,1,7,1,3
best,-7.5085087323845014,7.5085087323845014,-7.7458678585222565,7.7458678585222565,10,2,6,5,3
