Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.01351351351351382,-0.01351351351351382,0.01351351351351382,-0.01351351351351382,4,2,0,0,0
best,0.3941297907485459,-0.3941297907485459,0.04067136273951072,-0.04067136273951072,4,1,0,2,1
