Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.15749431732516,75.15749431732516,-75.18299268123944,75.18299268123944,3,0,2,2,1
best,-75.26814527619862,75.26814527619862,-75.42175236224648,75.42175236224648,2,0,3,2,1
