Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.340737812780174,7.340737812780174,-7.606107673324945,7.606107673324945,9,3,5,4,4
best,-7.531911692235643,7.531911692235643,-7.871317101448424,7.871317101448424,10,4,9,4,3
