Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.34014244518118,7.34014244518118,-7.389487129338887,7.389487129338887,10,2,5,2,4
best,-7.62373385173407,7.62373385173407,-7.7512930867620025,7.7512930867620025,9,2,7,4,7
