Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9346645654712499,-0.9346645654712499,0.9346645654712499,-0.9346645654712499,4,2,0,0,1
best,0.9998652607823619,-0.9998652607823619,0.9998652607823619,-0.9998652607823619,4,1,1,0,2
