Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.76254101547185,74.76254101547185,-74.84277252106266,74.84277252106266,6,0,1,0,0
best,-74.98777454252925,74.98777454252925,-74.99611152595133,74.99611152595133,6,0,2,0,0
