Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.65489608931944,74.65489608931944,-74.67029284454975,74.67029284454975,7,1,0,0,0
best,-74.9031982074404,74.9031982074404,-74.9031982074404,74.9031982074404,6,0,0,0,2
