Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0822547952702615,1.0822547952702615,-1.1173478595573603,1.1173478595573603,2,2,2,0,0
best,-1.1157671681979424,1.1157671681979424,-1.1173490251552476,1.1173490251552476,0,1,0,0,1
