Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.7406249766988017,0.7406249766988017,-0.8196172966667067,0.8196172966667067,3,0,2,0,0
best,-1.09569978695567,1.09569978695567,-1.1173480756575234,1.1173480756575234,1,0,2,1,0
