Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.8114625014108886,0.8114625014108886,-0.8196160755811498,0.8196160755811498,2,0,1,1,0
best,-1.1154392611730835,1.1154392611730835,-1.1173488843621548,1.1173488843621548,2,0,2,0,0
