Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.73336964618052,74.73336964618052,-74.76005965383149,74.76005965383149,6,0,1,0,0
best,-74.96367891408842,74.96367891408842,-75.00324428875376,75.00324428875376,6,0,2,0,0
