Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.77297447330116,74.77297447330116,-74.77451226353271,74.77451226353271,6,0,1,0,0
best,-74.9946040716012,74.9946040716012,-74.99576606039399,74.99576606039399,5,0,1,0,1
