Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.936664936412406,7.936664936412406,-7.952650045425321,7.952650045425321,0,0,1,0,1
best,-7.95265004544574,7.95265004544574,-7.952650045445737,7.952650045445737,0,0,0,3,0
