Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.913237338760604,7.913237338760604,-7.913237338760604,7.913237338760604,1,0,0,0,0
best,-7.952650045445738,7.952650045445738,-7.952650045445738,7.952650045445738,0,0,0,1,0
